profile_name,caption,tags,,,
bradders_21,Tonal layering! 🌝✌🏻••••••,#instafashion #instamodels #mensfashionreview #mensfashionpost #mensfashionblogger #malefashion #malestyle #menwithstyle #maleblogger #mensweardaily #malefashionadvice #menswearblogger #stylishman #highfashionmen #ootdmenstyle #instaguy #instamen #gay #gayuk #instagay #gayblogger #gaystyle #gayguy #gayman #gayboy #gaymens #gaysofinstagram #gaylondon,,,
bradders_21,Who else wishes @hydeparkwinterwonderland was open this year? 😭💔 Need some churros bad! 😂••••••,#ootd #outfitpost #ootdmens #ootdmenstyle #mensfashions #streetstyle #streetstylemen #highfashionmen #menwithclass #londonblogger #gay #instagay #bradleyharper #shearling #shearlingjacket #aw20 #winterfashion #menswinterfashion #winter #christmas #christmasvibes #christmasinlondon #malebloggers #menswearblog #mensfashionposts #menwithstyles #london #winterwonderland,,,
bradders_21,I do love London at this time of year! ❤️😍••••••,#ootd #outfitpost #ootdmens #ootdmenstyle #mensfashions #streetstyle #streetstylemen #highfashionmen #menwithclass #londonblogger #gay #instagay #bradleyharper #newlook #newlookmen #gucci #guccisneakers #aw20 #winterfashion #menswinterfashion #winter #christmas #christmasvibes #christmasinlondon #malebloggers #menswearblog #mensfashionposts #menwithstyles #london #towerbridge,,,
bradders_21,It’s been a chilly one todayyy! 🥶 Have a great week all! ✌🏻•••••••,#ootd #outfitpost #ootdmens #ootdmenstyle #mensfashions #streetstyle #streetstylemen #highfashionmen #menwithclass #londonblogger #gay #instagay #bradleyharper #tedbaker #kurtgeiger #aw20 #winterfashion #menswinterfashion #winter #christmas #christmasdecor #christmasdecorations #christmasvibes #christmasinlondon #malebloggers #menswearblog #mensfashionposts #menwithstyles #london,,,
bradders_21,❤️🥰 The house is feeling very festive! Check out my latest reel to see the Christmas door garland!🎄✨•••••••,#ootd #outfitpost #ootdmens #ootdmenstyle #mensfashions #streetstyle #streetstylemen #highfashionmen #menwithclass #londonblogger #gay #instagay #bradleyharper #burton #aw20 #winterfashion #menswinterfashion #winter #christmas #christmasdecor #christmasdecorations #christmasvibes #christmasinlondon #malebloggers #menswearblog #mensfashionposts #menwithstyles #london,,,
bradders_21,Can never have too many Christmas decorations! 🤩🎄✨❤️[Inspo - @earlyhoursltd]••••••,#christmas #christmastree #christmasdecor #christmasiscoming #deckthehalls #christmasdecorations #christmas2020 #christmastime #christmasstyling #inter#itsthemostwonderfultimeoftheyear #christmasinspo #christmasinspiration #instachristmas #christmascountdown #christmasmagic #christmasvibes #merrychristmas #happychristmas,,,
bradders_21,Happy Friday!!! 🤩🙌🏻 Who’s off out to have a scotch egg and a pint? 😂🍻••••••,#ootd #outfitpost #ootdmens #ootdmenstyle #mensfashions #streetstyle #streetstylemen #highfashionmen #menwithclass #londonblogger #gay #instagay #bradleyharper #asos #asseenonme #aw20 #autumnfashion #autumntones #transitionalstyle #fall #fallfashion #winterfashion #menswinterfashion #winter #malebloggers #menswearblog #mensfashionposts #menwithstyles #london,,,
bradders_21,Cosy layering! 🐻✌🏻••••••,#ootd #outfitpost #ootdmens #ootdmenstyle #mensfashions #streetstyle #streetstylemen #highfashionmen #menwithclass #londonblogger #gay #instagay #bradleyharper #burton #asos #asseenonme #aw20 #autumnfashion #autumntones #transitionalstyle #fall #fallfashion #winterfashion #menswinterfashion #winter #malebloggers #menswearblog #mensfashionposts #menwithstyles #london,,,
bradders_21,Lockdown is done and London is feeling very Christmassy! 🤩🙌🏻🎄✨••••••,#ootd #outfitpost #ootdmens #ootdmenstyle #mensfashions #streetstyle #streetstylemen #highfashionmen #menwithclass #londonblogger #gay #instagay #bradleyharper #burton #riverisland #imwearingri #aw20 #autumnfashion #autumntones #transitionalstyle #fall #fallfashion #winterfashion #menswinterfashion #winter #malebloggers #menswearblog #mensfashionposts #menwithstyles #london,,,
bradders_21,1st of December! 🤩🎄🎅🏻✨ the countdown to Christmas has officially begun!••••••,#ootd #outfitpost #ootdmens #ootdmenstyle #mensfashions #streetstyle #streetstylemen #highfashionmen #menwithclass #londonblogger #gay #instagay #bradleyharper #riverisland #imwearingri #aw20 #autumnfashion #autumntones #transitionalstyle #fall #fallfashion #winterfashion #menswinterfashion #winter #malebloggers #menswearblog #mensfashionposts #menwithstyles #london,,,
bradders_21,Last week of lockdown and it’s back to reality for me already...have a great week all! ✌🏻🖤 [Shacket - PR Gift from @riverislandman]••••••,#ootd #outfitpost #ootdmens #ootdmenstyle #mensfashions #streetstyle #streetstylemen #highfashionmen #menwithclass #londonblogger #gay #instagay #bradleyharper #riverisland #imwearingri #aw20 #autumnfashion #autumntones #transitionalstyle #fall #fallfashion #winterfashion #menswinterfashion #winter #malebloggers #menswearblog #mensfashionposts #menwithstyles #london,,,
bradders_21,The tree is up! 🤩🎄✨❤️••••••,#christmas #christmastree #christmasdecor #christmasiscoming #deckthehalls #christmasdecorations #christmas2020 #christmastime #christmasstyling #interiorstyling #interiordesign #interiors #itsthemostwonderfultimeoftheyear #christmasinspo #christmasinspiration #instachristmas #christmascountdown #christmasmagic #christmasvibes #merrychristmas #happychristmas,,,
dear.kindred,"Giveaway!!! You heard it right, girl! I’m partnering with @kalonthreads to bring you this sweet giveaway as we lead up to the holiday season. So what's this one about? Keep reading!GIVEAWAY TIME! What's included...-Hand picked jewelry pieces made my me!-A $25 gift card so you can gift others and treat yourself with jewelry-A @kalonthreads gift card for $50HERE'S HOW TO ENTER:-Follow both @dear.kindred & @kalonthreads-Share this giveaway post to your story, tag us so we can see you shared it! -Comment on the giveaway post with your fave gals who wouldn't want to miss this giveaway. Each tag is a BONUS entry!💕 Swipe right to see just one of the gorgeous pieces you can find at @kalonthreads - Kalon, meaning the ideal of physical and moral beauty, or also defined as beauty that is greater than skin deep, is our soul-purpose and mission.  We were created with individual purposes that are connected to a greater network of people😍Giveaway ends on Wednesday, December 16th. Winner announced on Friday, December 18th.",,,,
dear.kindred,Seasonal favorites ,#sweaterweather - today is my LAST fnal of graduate school & then it’s on to full time clinical and preparing for a big girl job😯Where has the time gone?! I think having a one year old on top of that has made it fly by! Wish me luck! {Cutest sweater from @kittsona am I right?},,,
dear.kindred,Days at home are the best days<3 We’ve read to Bodhi since day 1 but just recently he’s started wanting to sit and read during the day (for multiple books) & it makes this book nerd mama so happy!,,,,
dear.kindred,OH MY FREAKIN HECK!!! There can’t be many things cuter than a babe wearing a @binkybro hat! I could eat him!!! {He will look at the camera for .1 seconds & I happened to capture this with a little snack enticement😜} ,#wafflesarelife,,,
dear.kindred,"🙏🍁🦃Happy Thanksgiving🦃🍁🙏 {Love, The Benson’s} A day about more than the festivities...a time to ponder, appreciate, be grateful, count our blessings, pray for those hurting, spread kindness & most of all, no matter what...remind ourselves to always give thanks🧡",,,,
dear.kindred,Who else plans their Thanksgiving outfit for the aftermath?! This cozy longline cardigan is heaven with a touch of @plundermepretty to still be fancy in grandma’s kitchen🍽 ,#dearkindred,,,
dear.kindred,Shacket Jacket. Jacket shacket. Might be my new favorite thing! However I have been wearing my grandpa’s for years & years! This one just fits a little better😝 ,#shacket,,,
dear.kindred,Comfy cozy outfits are the only ones you can find me in these days! @shop_freckled_fox for the win!,,,,
dear.kindred,"Mommy & Me👖 I don’t care who you are, you can’t beat baby denim😍 On the menu tonight is chili & cornbread because Fall lasted about .2 seconds here & it’s currently 7 degrees! Heading to Colorado tomorrow for a skills day for school & I can’t wait to show you one of my birthday presents when I leave the house! On stories tomorrow! Happy Sunday! Pray you have a blessed week!",,,,
dear.kindred,"+ 1 year! There are years that ask questions & years that answer. Thankful for my story, heart fire, big love, powerful prayer & many blessings! Cheers to 29!  ",#birthdaygirl Also! Peep my sweater from my friend at @shop_freckled_fox - seriously the CUTEST!!!,,,
dear.kindred,"Moms wear an invisible crown of bravery. Within the walls of our home & in our littles hearts, we are inspired to be kindred brave. We had a group play date the other day & it was so refreshing to hear the triumphs and challenges from all the other mamas. All different in their own ways, but a mutual understanding as a fellow mom. Motherhood is hard. Loving my baby and being his mama is not! That’s the easy part!",,,,
dear.kindred,"Sometimes things fall out of place, so that something better can fall in! I’ve been working on finding clinical placement for my final semester as an NNP student & what I initially prayed for didn’t work out, but what I will be doing now is EVEN BETTER! I was so anxious and worried through the process, bummed when it wasn’t what I expected and then literally prayed about it and FIVE MINUTES LATER a dream came true! Immediate weight lifted. Contentment. Grateful. Not surprised. This is just a reminder to myself yet again...that when I try to put too much control into earthly things, God steps in and does it better! Worry, fear & anxiety is assuming he doesn’t know what he’s doing...&&&& girl, that just isn’t true! His perfect timing in the cutest Fall inspired outfits from @kittsona",,,,
gaulx.style,"Follow @girlmeetsgold in the LIKEtoKNOW.it app for direct links to her polished picks, plus more ","#LTKworkwear inspo, instantly via screenshot | http://liketk.it/2IcRl #liketkit #wiw #whatiwore #igfashion #igstyle #aboutalook #ootdwatch #stylegram #ootdmagazine #stylegoals #styleinspo #ootd #girlmeetsgold",,,
gaulx.style,Necklace GIVEAWAY!!✨I am so excited to give back to one of you - a @mirandafrye Stephanie necklace (your choice of gold or silver) and super easy to enter!!💓HOW TO ENTER:1. LIKE this photo 2. Follow me (@laceandlashesblog) and @mirandafrye 3. COMMENT one item on your holiday wishlist BONUS ENTRIES:1. Subscribe to my YouTube channel and comment on my recent video an item on your holiday wishlist 2. Share + tag me on your IG stories3. LIKE my last 3 photosGiveaway ends 12/15 at 7:30 pm EST and winner will be selected + announced 12/16. This giveaway is in no way sponsored or affiliated with Instagram.,,,,
gaulx.style,"You guys, we had the LAZIEST Sunday ever today and honestly, it was great. 🏆 I wore this tee a few times on stories last week but wanted to link it here too because I just saw its 30% off right now 🎉 Happy Sunday! http://liketk.it/2HX0G ",#liketkit @liketoknow.it #LTKsalealert,,,
mundobarth,"Vestido midi • Makenji • Tamanho M • $39,90Bolsa de palha • Medidas no site • $49,90Óculos tartaruga • Triton • $79,90Sapatilha nude • Arezzo • Tamanho 39 • $49,90Relógio • Chilli Beans • $119,90.💻 compre e reserve online: mundobarth.com.br💌 enviamos para todo Brasil🚲 Entregas em Blumenau pela Bee Delivery📍Espaço físico: rua Almirante Barroso, 1424 - sala 04 (segundo andar) em frente à Viacredi Vila Nova⏰ segunda à sexta 11h às 19h  sábado 10h às 12h🚗 estacionamento próprio",,,,
mundobarth,"Blusa babados • Zara • Tamanho P • $49,90VENDIDO Shorts jeans • Lady Rock • Tamanho 36 • $39,90Bolsa saco nude • L&G • Medidas no site • $49,90Slip on branco • Santa Lolla • Tamanho 38 • $79,90.💻 compre e reserve online: mundobarth.com.br💌 enviamos para todo Brasil🚲 Entregas em Blumenau pela Bee Delivery📍Espaço físico: rua Almirante Barroso, 1424 - sala 04 (segundo andar) em frente à Viacredi Vila Nova⏰ segunda à sexta 11h às 19h  sábado 10h às 12h🚗 estacionamento próprio",,,,
mundobarth,"Camisa tricoline (nunca usada) • 787 • Tamanho P • $99,90VENDIDA Saia midi jeans • Lady Rock • Tamanho 40 • $59,90VENDIDA Bolsa baguete • L&G • Medidas no site • $79,90Melissa Koenji • Tamanho 36 • $69,90VENDIDO Óculos vintage marrom • Maxline • $79,90.💻 compre e reserve online: mundobarth.com.br💌 enviamos para todo Brasil🚲 Entregas em Blumenau pela Bee Delivery📍Espaço físico: rua Almirante Barroso, 1424 - sala 04 (segundo andar) em frente à Viacredi Vila Nova⏰ segunda à sexta 11h às 19h  sábado 10h às 12h🚗 estacionamento próprio",,,,
mundobarth,"É verdade! A gente não queria, mas é necessário! 😰 Nossa curadoria só volta em Janeiro de 2021. Infelizmente devido ao alto número de peças disponíveis em nosso espaço físico, além de outras varias sacolas de fornecedoras esperando abrir um espacinho para poder entrar! .Janeiro já tá quase aí, então dá uma seguradinha! Logo abrimos novamente e você poderá trazer todos esses garimpos maravilhosos que a gente A D O R A ! 🥰",,,,
mundobarth,"VENDIDA Mule preto • Schultz • Tamanho 37 • $79,90VENDIDO Converse All Star • Tamanho 35 • $79,90VENDIDA Sandália nude • Colcci • Tamanho 38 • $59,90VENDIDA Sapatilha dourada • Luz da lua • Tamanho 37 • $39,90VENDIDO Scarpin preto • Beira Rio • Tamanho 37 • $39,90.💻 compre e reserve online: mundobarth.com.br💌 enviamos para todo Brasil🚲 Entregas em Blumenau pela Bee Delivery📍Espaço físico: rua Almirante Barroso, 1424 - sala 04 (segundo andar) em frente à Viacredi Vila Nova⏰ segunda à sexta 11h às 19h  sábado 10h às 12h🚗 estacionamento próprio",,,,
mundobarth,"Blazer azul serenity • Tamanho G • R$49,90Vestido midi branco estampado • Tamanho G • R$45,90VENDIDO Vestido Águas-Vivas • Tamanho GG • R$ 39,90.💻 compre e reserve online: mundobarth.com.br💌 enviamos para todo Brasil🚲 Entregas em Blumenau pela Bee Delivery📍Espaço físico: rua Almirante Barroso, 1424 - sala 04 (segundo andar) em frente à Viacredi Vila Nova⏰ segunda à sexta 11h às 19h sábado 10h às 12h🚗 estacionamento próprio",,,,
mundobarth,"VENDIDA Camisete off white • Zara • Tamanho M • $49,90Cropped de renda • Cor de Rosa • Tamanho P • $25,90VENDIDA Saia jeans • Tamanho 44 • $45,90VENDIDA Argola dourada • $19,90.💻 compre e reserve online: mundobarth.com.br💌 enviamos para todo Brasil🚲 Entregas em Blumenau pela Bee Delivery📍Espaço físico: rua Almirante Barroso, 1424 - sala 04 (segundo andar) em frente à Viacredi Vila Nova⏰ segunda à sexta 11h às 19h  sábado 10h às 12h🚗 estacionamento próprio",,,,
mundobarth,"Você provavelmente se empolgou quando leu “BLACK FRIDAY” e logo se frustrou quando leu “porque decidimos não participar.” hehe 😅 Calma, temos uma explicação….Primeiro precisamos entender o sentido real da BLACK FRIDAY: surgiu nos EUA, sempre no dia seguinte ao feriado de “Ação de Graças” com propósito de ser uma queima de estoque para preparar as lojas para o Natal. 🎅🏼.Já aqui no Brasil, a BLACK FRIDAY surgiu no ano de 2010 com o “mesmo” propósito. Porém, sabemos que não é bem assim, não é isso que vemos por aqui; não geralmente. Afinal de contas, quem nunca ouviu a clássica frase: tudo pela metade do dobro. 😏.Hoje, a BLACK FRIDAY no Brasil, virou uma piada de mau gosto (como uma série de outras coisas por aqui). Ela não se parece em nada - além da histeria - com a original. Ela promove consumo desnecessário e inconsciente, levando muitas pessoas a compra de produtos que não precisam, com dinheiro que não tem. 😑.Pessoas se comprometem e criam dívidas, pura e simplesmente porque o MESMO preço de um produto agora está em caixa alta, em uma fonte ultra bold, nas cores amarelo em um fundo preto. 🤑.Isso não é legal, isso não é saudável. Não é nisso que acreditamos. Por aqui, cremos que as compras devem ser estudadas, pensadas e repensadas antes da decisão de compra, e não apenas porque o produto está “incrivelmente barato” (em aspas porque no final das contas, eles sempre custam a metade do dobro). 😠.O consumismo é danoso e precisa ser freado. A indústria precisa produzir menos, e nós precisamos aproveitar mais e de modo mais eficiente tudo o que já temos. Nós (sociedade) temos muito e aproveitamos pouquíssimo. 😪.Não vendemos somente roupas, o nosso negócio é criar consciência. Apostamos na conscientização individual para criar uma sustentabilidade geral; gerando benefício mutuo, para indivíduos e sociedade. 🤗. por Kaliton Levi",,,,
mundobarth,"VENDIDA T-shirt • Adidas • Tamanho M • R$ 49,90VENDIDO Óculos preto • Guess • R$ 199,90💻 compre e reserve online: mundobarth.com.br💌 enviamos para todo Brasil🚲 Entregas em Blumenau pela Bee Delivery📍Espaço físico: rua Almirante Barroso, 1424 - sala 04 (segundo andar) em frente à Viacredi Vila Nova⏰ segunda à sexta 11h às 19h  sábado 10h às 12h🚗 estacionamento próprio",,,,
mundobarth,"VENDIDO Scarpin azul • nunca usado • Tamanho 38 • Schutz • R$59,90💻 compre e reserve online: mundobarth.com.br💌 enviamos para todo Brasil🚲 Entregas em Blumenau pela Bee Delivery📍Espaço físico: rua Almirante Barroso, 1424 - sala 04 (segundo andar) em frente à Viacredi Vila Nova⏰ segunda à sexta 11h às 19h  sábado 10h às 12h🚗 estacionamento próprio",,,,
mundobarth,"VENDIDA Jaqueta jeans • Tamanho P • Blue Steel • R$49,90VENDIDA Regata amarela • Tamanho M • R$29,90VENDIDA Calça roxa • Tamanho M/G • R$39,90Mule preta • Tamanho 34 (veste 33) • Schutz • R$79,90💻 compre e reserve online: mundobarth.com.br💌 enviamos para todo Brasil🚲 Entregas em Blumenau pela Bee Delivery📍Espaço físico: rua Almirante Barroso, 1424 - sala 04 (segundo andar) em frente à Viacredi Vila Nova⏰ segunda à sexta 11h às 19h  sábado 10h às 12h🚗 estacionamento próprio",,,,
mundobarth,"Mais um da série: “feedback de cliente satisfeita com nosso produto e serviço!” Nossa maior alegria é saber que as pecinhas compradas por vocês chegaram bem! O que você está esperando? Corre lá no nosso site e confere as novidades de hoje. ❤️🌎.💻 compre e reserve online: mundobarth.com.br💌 enviamos para todo Brasil⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀🚲 Entregas em Blumenau pela Bee Delivery⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀📍Espaço físico: rua Almirante Barroso, 1424 - sala 04 (segundo andar) em frente à Viacredi Vila Nova⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⏰ segunda à sexta 11h às 19h sábado 10h às 12h⠀⠀⠀⠀⠀⠀⠀⠀⠀🚗 estacionamento próprio",,,,
southernflairblog,"New house, new husband, new ornament for our first Christmas together. 🥰",,,,
southernflairblog,,"#ad Christmas will look different this year with less traveling, less festivities and more social distancing. BUT I think these are even more reasons to go bigger on our celebrations at home. 🙌 I partnered with @partytimebr to share 4 Christmas party ideas — all safely at home. 🎄🏠1️⃣ A hot cocoa block party ☕️ Set up a table in your front yard with hot chocolate + treats — get your neighbors to participate and set up stations down the street. Bonus points if you walk around looking at lights!2️⃣ Christmas movie night with friends 📺 Pick your favorite and everyone bring snacks and wine! Wear Christmas pjs and be comfy!3️⃣ Girls Baking Night 🧁 End the night with a lot of treats to enjoy or with sweets to gift!4️⃣ Zoom Tacky Sweater Party 👩‍💻 Wear your sweaters, hats, headbands and even throw in photo booth props for the perfect screenshot!👉 Swipe to see all the ways Party Time can help you get ready for all your parties! 🔗 All the products are linked on the blog with the link in my bio!",,,
southernflairblog,Swingin’ by some of my favorite local small businesses today! 🖤 I love that @heypenelope supports SO many MORE local businesses within her shop!Where all are you shopping for ,#SmallBuisinessSaturday? 📍 I’m sharing places to add to your list in my Instastories all weekend long!,,,
southernflairblog,Give me a 🖤🖤🖤 in the comments if you’re shopping local today!I’ll be sharing ,#BatonRouge deals all weekend long on Instastory! Feel free to send me any I may have missed! #shopbatonrouge,,,
southernflairblog,"Happy Friday, friends! We’ve finally got some good patio weather to enjoy! ☀️ We’ve been attempting to bring this little rascal places. If she’s gonna hang with us, she’s obviously gotta be well behaved on our beer-drinking & margarita-drinking patios 🤪What are your plans for the weekend? Staying in? Going out? Tell me something fun you have planned!",,,,
southernflairblog,"I know you don't need this reminder... you already know how important shopping local is this year! 📍 BUT if you need a little inspiration, I've rounded up 30 local gift ideas for the Baton Rouge girl on the blog this week! 🎁 {link in bio}What local businesses will you be shopping with this holiday season?!",,,,
southernflairblog,"Just walkin’ into the weekend with this crazy pup who doesn’t actually enjoy our walks yet 🤪Walking around the neighborhood is one of my favorite parts of the day. ☀️ It’s my time to disconnect, listen to a podcast and destress.And it feels like there’s a lot to destress from this week. So many of us are glued to the news... while trying to be productive, nice AND happy. It was a tough week, so don’t be too hard on yourself if you’re like me and feel like you’re not entirely sure where your time went this week. We’re gonna make it!Enjoy your weekend. Be sure to throw in a little self care. 💛",,,,
southernflairblog,"✨BEFORE✨ We were lucky when we moved into the new house that we didn’t have to change anything immediately — but one thing I’ve always wanted to update is our lighting fixtures! Our house was built in the 90s, so I think it will make SUCH a difference to put in something more modern. 💡 Luckily, I know a local gal — Bridget at @ccitylighting!She’s helping me with the foyer, and she helped put together an ENTIRE blog post on lighting rules in your home. She tells us how to follow them... and how to break them! 🙌 It’s up now on the blog if you want to get inspired for your own home! Tell me in the comments what lighting in your house you’d like to change. 👇",,,,
southernflairblog,"Our Happy Hour Club meet-ups look a little different these days, but they are still just as good for the soul! 🥰Our community has 800 local women, but we haven’t seen each other since March 😩 So this October we tested out the idea of small group meet-ups with 3-4 people each.My group met up at @brqrestaurant last week. 🤩 These three ladies had never met before but our conversation didn’t stop til almost 3 hours had gone by! We had frosé on the front porch, and it felt like we’d been friends for years. Getting some human interaction felt SO good. ❤️I think we will keep small groups going in November, so be sure to check out the Facebook group for sign ups! If you’re not in the Happy Hour Club and want to join us, search for Southern Flair’s Happy Hour Club on Facebook!",,,,
southernflairblog,Meet Clementine Vornkahl 😍 ,#miniaussie,,,
southernflairblog,,"#ad 10 days til Halloween! ‼️What are you going to be?!I wanted to go as chicken and waffles (I’m the waffle) buuuut @michaelvvvvvvv found this hat at @partytimebr.... and we’re now a Viking and waffle 🧇 🤷🏻‍♀️If you’re still undecided (or want to be my chicken), you’ve got time to go to Party Time. They have something in every category — animals, mermaids, princesses, witches, vampires, pirates, nurses — you name it. So. Many. Aisles. of costumes! 🙌",,,
southernflairblog,This Cinderella Latte at @cityrootscoffee is on the list of local pumpkin-flavored treats you should get out and try this fall! 🎃 Grab a @batchbakingco Pumpkin Muffin too! ☕️,,,,
alexgill,To All The Doors That Closed On Me:.I’M COMING BACK TO BUY THE BUILDING 😘🌵,,,,
alexgill,"14 Things You Don’t Know About Me.- I played baseball and softball for 14 years, won awards and wish I still played.- I’m named after a city in Egypt where Cleopatra was born.- I used to have an awful fear of public speaking, now it’s all I want to do.- I once had a pet snake... and a pet mouse.- Hotel California is my favorite song of all time.- I’m originally from Westchestaaa.- My first job was a telemarketer. I was fired after a week.- I’m obsessed with pranks and scaring people and low key v sarcastic + funny, a part of me still would love to take up comedy someday.- I write songs + poetry.- The only class I ever had an A+ in was Marine Biology + Astronomy.- Some people think I’m rich but I still drive the same car I’ve been driving around for last 11 years... ☝🏼invest wisely kids.- I have no tattoos.- I raised over $40,000 for Charity before the age of 21 and had maybe $50 to my name.- I dance all day every day, especially at work.. or in my kitchen.. but I think you guys knew that one.Did you know any of these above? @hvmassageworks you don’t count 😂.Super grateful for all the fun gigs I’ve been working on lately. Love my crew ⚡️💥💄🎬",,,,
